,index,OBJECTID,X1,Time_Stamp,CH4__ppm_,C2H6__ppb_,R,C2_C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK,win,DateFound,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,geometry,within
10,10,11,3,2020-06-17T23:57:29Z,2.85338,18.597,0.993,0.015,0.841,268.2,15,19.1,5,33.7183189392,-86.5740966797,P4,4,P4L3,TRUE,2020-06-17,1.0,11,1.8981858585e-05,2.82676535811e-11,"POLYGON ((-86.57409667967283 33.71832168729685, -86.57409615167091 33.71832165129672, -86.57409563866906 33.71832154629629, -86.57409515166728 33.71832137229569, -86.57409470466564 33.71832113629483, -86.57409430766421 33.71832084329378, -86.57409397366303 33.71832050029252, -86.57409370866202 33.71832011729111, -86.57409352066134 33.71831970428963, -86.57409341566097 33.71831927028802, -86.57409339366092 33.71831882828644, -86.57409345766115 33.71831838928483, -86.57409360466164 33.71831796528329, -86.57409383166248 33.71831756528184, -86.57409413266356 33.71831720128051, -86.57409449866492 33.71831688227934, -86.57409492166647 33.7183166162784, -86.57409539066816 33.71831641127767, -86.57409589266996 33.71831627127716, -86.57409641467189 33.71831620027689, -86.57409694467378 33.71831620027689, -86.57409746667571 33.71831627127716, -86.57409796867751 33.71831641127767, -86.57409843767925 33.7183166162784, -86.57409886068075 33.71831688227934, -86.57409922668211 33.71831720128051, -86.57409952768319 33.71831756528184, -86.57409975468403 33.71831796528329, -86.57409990168458 33.71831838928483, -86.57409996568481 33.71831882828644, -86.5740999436847 33.71831927028802, -86.57409983868433 33.71831970428963, -86.57409965068365 33.71832011729111, -86.5740993856827 33.71832050029252, -86.57409905168146 33.71832084329378, -86.57409865468003 33.71832113629483, -86.57409820767839 33.71832137229569, -86.5740977206766 33.71832154629629, -86.57409720767475 33.71832165129672, -86.57409667967283 33.71832168729685))",True
11,11,12,4,2020-06-16T00:45:24Z,2.28279,10.001,0.865,0.01,0.261,339.0,19,5.3,4,33.7110328674,-86.5828857422,P4,5,P4L4,TRUE,2020-06-16,1.0,12,1.89802206708e-05,2.82632685083e-11,"POLYGON ((-86.58288574262497 33.71103561580873, -86.58288521562304 33.71103557980859, -86.5828847016212 33.71103547480823, -86.58288421461941 33.71103530080762, -86.58288376761777 33.71103506480677, -86.58288337161633 33.71103477180566, -86.5828830366151 33.71103442880445, -86.58288277161415 33.71103404580305, -86.58288258461346 33.71103363280156, -86.5828824786131 33.71103319879995, -86.58288245761304 33.71103275679837, -86.58288252061323 33.71103231779676, -86.58288266861376 33.71103189379522, -86.58288289461461 33.71103149379377, -86.58288319561569 33.71103112979245, -86.58288356261704 33.71103081079127, -86.58288398561859 33.71103054479033, -86.5828844536203 33.71103033978954, -86.58288495562209 33.71103019978904, -86.58288547762402 33.71103012878882, -86.58288600762592 33.71103012878882, -86.58288652962784 33.71103019978904, -86.58288703162964 33.71103033978954, -86.58288749963134 33.71103054479033, -86.58288792263289 33.71103081079127, -86.58288828963424 33.71103112979245, -86.58288859063532 33.71103149379377, -86.58288881663611 33.71103189379522, -86.58288896463665 33.71103231779676, -86.5828890276369 33.71103275679837, -86.58288900663683 33.71103319879995, -86.58288890063642 33.71103363280156, -86.58288871363578 33.71103404580305, -86.58288844863478 33.71103442880445, -86.5828881136336 33.71103477180566, -86.58288771763216 33.71103506480677, -86.58288727063052 33.71103530080762, -86.58288678362874 33.71103547480823, -86.5828862696269 33.71103557980859, -86.58288574262497 33.71103561580873))",True
12,12,13,5,2020-06-17T23:47:54Z,3.62448,31.448,0.996,0.014,1.602,134.5,8,44.9,3,33.7068328857,-86.5883407593,P4,6,P4L5,TRUE,2020-06-17,1.0,13,1.89799328861e-05,2.82625045309e-11,"POLYGON ((-86.58834075945634 33.70683563353998, -86.58834023245441 33.70683559753985, -86.58833971845257 33.70683549253943, -86.58833923145079 33.70683531853882, -86.58833878444915 33.70683508253796, -86.58833838844771 33.70683478953691, -86.58833805344653 33.70683444653565, -86.58833778844553 33.70683406353425, -86.58833760144489 33.70683365053276, -86.58833749544448 33.70683321653115, -86.58833747444442 33.70683277452957, -86.58833753744466 33.70683233552796, -86.5883376854452 33.70683191152642, -86.58833791244598 33.70683151152497, -86.58833821244707 33.70683114752364, -86.58833857944842 33.70683082852247, -86.58833900244997 33.70683056252153, -86.58833947045167 33.7068303575208, -86.58833997245347 33.70683021752029, -86.58834049445539 33.70683014652002, -86.58834102445729 33.70683014652002, -86.58834154645922 33.70683021752029, -86.58834204846102 33.7068303575208, -86.58834251646272 33.70683056252153, -86.58834293946427 33.70683082852247, -86.58834330646562 33.70683114752364, -86.58834360646671 33.70683151152497, -86.58834383346755 33.70683191152642, -86.58834398146809 33.70683233552796, -86.58834404446827 33.70683277452957, -86.58834402346821 33.70683321653115, -86.58834391746785 33.70683365053276, -86.58834373046716 33.70683406353425, -86.58834346546621 33.70683444653565, -86.58834313046498 33.70683478953691, -86.58834273446354 33.70683508253796, -86.5883422874619 33.70683531853882, -86.58834180046011 33.70683549253943, -86.58834128645827 33.70683559753985, -86.58834075945634 33.70683563353998))",True
13,13,14,6,2020-06-17T00:50:12Z,2.50376,8.729,0.97,0.01,0.461,116.2,8,7.4,1,33.7069778442,-86.5881271362,P4,7,P4L6,TRUE,2020-06-17,1.0,14,1.8979932846e-05,2.82625044259e-11,"POLYGON ((-86.58812713667976 33.70698059206694, -86.58812660967783 33.70698055606681, -86.58812609567593 33.70698045106644, -86.5881256086742 33.70698027706578, -86.58812516167256 33.70698004106492, -86.58812476567113 33.70697974806387, -86.58812443066989 33.70697940506261, -86.58812416566894 33.70697902206126, -86.58812397866825 33.70697860905972, -86.58812387266789 33.70697817505817, -86.58812385166777 33.70697773305653, -86.58812391466802 33.70697729405498, -86.58812406266856 33.70697687005344, -86.58812428966939 33.70697647005198, -86.58812458967049 33.70697610605066, -86.58812495667183 33.70697578704949, -86.58812537967333 33.70697552104849, -86.58812584767503 33.70697531604776, -86.58812634967688 33.70697517604725, -86.58812687167875 33.70697510504698, -86.58812740168071 33.70697510504698, -86.58812792368258 33.70697517604725, -86.58812842568443 33.70697531604776, -86.58812889368613 33.70697552104849, -86.58812931668768 33.70697578704949, -86.58812968368898 33.70697610605066, -86.58812998369007 33.70697647005198, -86.58813021069091 33.70697687005344, -86.58813035869144 33.70697729405498, -86.58813042169169 33.70697773305653, -86.58813040069163 33.70697817505817, -86.58813029469121 33.70697860905972, -86.58813010769052 33.70697902206126, -86.58812984268957 33.70697940506261, -86.58812950768834 33.70697974806387, -86.5881291116869 33.70698004106492, -86.58812866468531 33.70698027706578, -86.58812817768353 33.70698045106644, -86.58812766368163 33.70698055606681, -86.58812713667976 33.70698059206694))",True
14,14,15,7,2020-06-16T00:21:27Z,2.08739,2.578,0.784,0.016,0.09,121.2,8,0.8,1,33.7115783691,-86.5820770264,P4,8,P4L7,TRUE,2020-06-16,1.0,15,1.89806041251e-05,2.82641494362e-11,"POLYGON ((-86.58207702668494 33.71158111679188, -86.58207649968301 33.71158108079175, -86.58207598568112 33.71158097579138, -86.58207549867939 33.71158080179072, -86.58207505167775 33.71158056578986, -86.58207465567631 33.71158027278881, -86.58207432067508 33.71157992978755, -86.58207405567413 33.7115795467862, -86.58207386867343 33.71157913378465, -86.58207376267308 33.7115786997831, -86.58207374067297 33.71157825778147, -86.5820738046732 33.71157781877992, -86.58207395267374 33.71157739477837, -86.58207417867459 33.71157699477692, -86.58207447967567 33.7115766307756, -86.58207484667702 33.71157631177442, -86.58207526967851 33.71157604577343, -86.58207573768021 33.7115758407727, -86.58207623968207 33.71157570077219, -86.58207676168394 33.71157562977191, -86.58207729168589 33.71157562977191, -86.58207781368776 33.71157570077219, -86.58207831568961 33.7115758407727, -86.58207878369132 33.71157604577343, -86.58207920669287 33.71157631177442, -86.58207957369416 33.7115766307756, -86.5820798746953 33.71157699477692, -86.58208010069609 33.71157739477837, -86.58208024869663 33.71157781877992, -86.58208031269686 33.71157825778147, -86.58208029069681 33.7115786997831, -86.58208018469639 33.71157913378465, -86.5820799976957 33.7115795467862, -86.58207973269475 33.71157992978755, -86.58207939769352 33.71158027278881, -86.58207900169208 33.71158056578986, -86.5820785546905 33.71158080179072, -86.58207806768871 33.71158097579138, -86.58207755368682 33.71158108079175, -86.58207702668494 33.71158111679188))",True
15,15,16,8,2020-06-17T00:47:30Z,2.42948,7.793,0.939,0.008,0.386,241.5,14,6.6,1,33.714099884,-86.5788421631,P4,9,P4L9,TRUE,2020-06-17,1.0,16,1.89813296616e-05,2.8266194513e-11,"POLYGON ((-86.57884216292479 33.71410263195872, -86.57884163592286 33.71410259595859, -86.57884112192096 33.71410249095817, -86.57884063491923 33.71410231695756, -86.57884018791759 33.71410208095671, -86.57883979091616 33.71410178795566, -86.57883945691492 33.71410144495439, -86.57883919191397 33.71410106195299, -86.57883900491328 33.7141006489515, -86.57883889891292 33.71410021494989, -86.57883887691281 33.71409977294832, -86.57883894091304 33.71409933394671, -86.57883908791359 33.71409890994516, -86.57883931491443 33.71409850994371, -86.57883961591551 33.71409814594239, -86.57883998191681 33.71409782694121, -86.57884040591836 33.71409756094027, -86.57884087392006 33.71409735593954, -86.57884137592191 33.71409721593903, -86.57884189792378 33.71409714493876, -86.57884242792574 33.71409714493876, -86.5788429499276 33.71409721593903, -86.57884345192946 33.71409735593954, -86.57884391993116 33.71409756094027, -86.5788443439327 33.71409782694121, -86.578844709934 33.71409814594239, -86.57884501093514 33.71409850994371, -86.57884523793592 33.71409890994516, -86.57884538493647 33.71409933394671, -86.5788454489367 33.71409977294832, -86.57884542693665 33.71410021494989, -86.57884532093624 33.7141006489515, -86.57884513393554 33.71410106195299, -86.5788448689346 33.71410144495439, -86.57884453493341 33.71410178795566, -86.57884413793192 33.71410208095671, -86.57884369093034 33.71410231695756, -86.57884320392856 33.71410249095817, -86.57884268992666 33.71410259595859, -86.57884216292479 33.71410263195872))",True
16,16,17,9,2020-06-17T23:58:14Z,2.17288,10.387,0.838,0.023,0.148,174.3,11,1.8,1,33.7216072083,-86.5675125122,P4,10,P4L10,TRUE,2020-06-17,1.0,17,1.89823944161e-05,2.82690585905e-11,"POLYGON ((-86.56751251173648 33.72160995625114, -86.56751198373456 33.72160992025101, -86.56751147073271 33.72160981525064, -86.56751098373093 33.72160964124998, -86.5675105357293 33.72160940524913, -86.56751013972786 33.72160911224807, -86.56750980572667 33.72160876924681, -86.56750954072567 33.72160838624541, -86.56750935272498 33.72160797324392, -86.56750924672463 33.72160753924237, -86.56750922572456 33.72160709724074, -86.5675092897248 33.72160665823912, -86.56750943672529 33.72160623423758, -86.56750966372613 33.72160583423613, -86.56750996472721 33.72160547023481, -86.56751033072857 33.72160515123369, -86.56751075373012 33.72160488523269, -86.56751122273181 33.72160468023196, -86.56751172473361 33.72160454023145, -86.56751224673553 33.72160446923118, -86.56751277673743 33.72160446923118, -86.56751329873936 33.72160454023145, -86.56751380074115 33.72160468023196, -86.5675142697429 33.72160488523269, -86.5675146927444 33.72160515123369, -86.56751505874576 33.72160547023481, -86.56751535974684 33.72160583423613, -86.56751558674767 33.72160623423758, -86.56751573374822 33.72160665823912, -86.56751579774846 33.72160709724074, -86.56751577674834 33.72160753924237, -86.56751567074798 33.72160797324392, -86.5675154827473 33.72160838624541, -86.56751521774635 33.72160876924681, -86.5675148837451 33.72160911224807, -86.56751448774367 33.72160940524913, -86.56751403974204 33.72160964124998, -86.56751355274025 33.72160981525064, -86.5675130397384 33.72160992025101, -86.56751251173648 33.72160995625114))",True
17,17,18,10,2020-06-18T00:10:41Z,2.05279,11.108,0.836,0.026,0.085,78.3,7,0.8,1,33.7389755249,-86.5800628662,P4,11,P4L11,TRUE,2020-06-18,1.0,18,1.89844317845e-05,2.82744605576e-11,"POLYGON ((-86.58006286636254 33.7389782733926, -86.58006233836062 33.73897823739247, -86.58006182435878 33.73897813239211, -86.58006133735699 33.7389779583915, -86.58006089035536 33.73897772239064, -86.58006049435392 33.73897742938954, -86.58006015935274 33.73897708638833, -86.58005989435173 33.73897670338692, -86.5800597073511 33.73897629038544, -86.58005960135068 33.73897585638383, -86.58005957935063 33.73897541438225, -86.58005964335086 33.73897497538064, -86.5800597913514 33.7389745513791, -86.5800600173522 33.73897415137765, -86.58006031835328 33.73897378737632, -86.58006068535462 33.73897346837515, -86.58006110835618 33.73897320237421, -86.58006157735787 33.73897299737342, -86.58006207935972 33.73897285737291, -86.58006260136159 33.7389727863727, -86.58006313136354 33.7389727863727, -86.58006365336541 33.73897285737291, -86.58006415536727 33.73897299737342, -86.58006462436896 33.73897320237421, -86.58006504737051 33.73897346837515, -86.5800654143718 33.73897378737632, -86.58006571537294 33.73897415137765, -86.58006594137373 33.7389745513791, -86.58006608937427 33.73897497538064, -86.5800661533745 33.73897541438225, -86.58006613137445 33.73897585638383, -86.58006602537404 33.73897629038544, -86.58006583837334 33.73897670338692, -86.58006557337239 33.73897708638833, -86.58006523837116 33.73897742938954, -86.58006484236972 33.73897772239064, -86.58006439536814 33.7389779583915, -86.58006390836636 33.73897813239211, -86.58006339436446 33.73897823739247, -86.58006286636254 33.7389782733926))",True
18,18,19,11,2020-06-18T00:15:53Z,2.0055,8.86,0.754,0.022,0.021,57.1,6,0.1,1,33.7279701233,-86.5555725098,P4,12,P4L12,TRUE,2020-06-18,1.0,19,1.89828895639e-05,2.82704675659e-11,"POLYGON ((-86.55557250932929 33.72797287138314, -86.55557198132738 33.72797283538301, -86.55557146832552 33.72797273038265, -86.55557098132374 33.72797255638199, -86.55557053332211 33.72797232038113, -86.55557013732067 33.72797202738008, -86.5555698023195 33.72797168437882, -86.55556953831854 33.72797130137741, -86.55556935031785 33.72797088837592, -86.55556924431744 33.72797045437437, -86.55556922331738 33.72797001237274, -86.55556928731761 33.72796957337113, -86.55556943431816 33.72796914936959, -86.55556966131894 33.72796874936813, -86.55556996132003 33.72796838536681, -86.55557032832138 33.72796806636569, -86.55557075132293 33.72796780036469, -86.55557122032462 33.72796759536396, -86.55557172232648 33.72796745536345, -86.55557224432835 33.72796738436318, -86.5555727743303 33.72796738436318, -86.55557329633217 33.72796745536345, -86.55557379833402 33.72796759536396, -86.55557426733571 33.72796780036469, -86.55557469033727 33.72796806636569, -86.55557505733856 33.72796838536681, -86.55557535733965 33.72796874936813, -86.55557558434049 33.72796914936959, -86.55557573134104 33.72796957337113, -86.55557579534127 33.72797001237274, -86.55557577434121 33.72797045437437, -86.55557566834079 33.72797088837592, -86.55557548034011 33.72797130137741, -86.55557521633915 33.72797168437882, -86.55557488133792 33.72797202738008, -86.55557448533648 33.72797232038113, -86.55557403733485 33.72797255638199, -86.55557355033312 33.72797273038265, -86.55557303733121 33.72797283538301, -86.55557250932929 33.72797287138314))",True
19,19,20,0,2020-06-19T02:37:50Z,2.6137,7.085,0.951,0.007,0.584,330.5,23,20.2,4,33.6978263855,-86.6127853394,P5,1,P5L0,TRUE,2020-06-19,1.0,20,1.89792523205e-05,2.82608455145e-11,"POLYGON ((-86.61278533932318 33.69782913379737, -86.61278481232125 33.69782909779724, -86.61278429831941 33.69782899279687, -86.61278381131763 33.69782881879621, -86.61278336431599 33.69782858279535, -86.61278296831455 33.6978282897943, -86.61278263331332 33.69782794679304, -86.61278236931236 33.69782756379163, -86.61278218131167 33.69782715079015, -86.61278207531132 33.6978267167886, -86.61278205431125 33.69782627478696, -86.61278211831149 33.69782583578535, -86.61278226531198 33.69782541178381, -86.61278249231282 33.69782501178236, -86.61278279231391 33.69782464778103, -86.61278315931526 33.69782432877992, -86.61278358231681 33.69782406277892, -86.61278405031851 33.69782385777819, -86.61278455232031 33.69782371777768, -86.61278507432223 33.69782364677741, -86.61278560432413 33.69782364677741, -86.61278612632606 33.69782371777768, -86.61278662832785 33.69782385777819, -86.61278709632955 33.69782406277892, -86.61278751933111 33.69782432877992, -86.61278788633246 33.69782464778103, -86.61278818633355 33.69782501178236, -86.61278841333433 33.69782541178381, -86.61278856033488 33.69782583578535, -86.61278862433511 33.69782627478696, -86.61278860333505 33.6978267167886, -86.61278849733463 33.69782715079015, -86.61278830933395 33.69782756379163, -86.61278804533299 33.69782794679304, -86.61278771033182 33.6978282897943, -86.61278731433038 33.69782858279535, -86.61278686732874 33.69782881879621, -86.61278638032695 33.69782899279687, -86.61278586632511 33.69782909779724, -86.61278533932318 33.69782913379737))",True
20,20,21,1,2020-06-25T01:16:45Z,3.72984,24.057,0.998,0.009,1.849,175.7,18,30.2,4,33.6909637451,-86.6266479492,P5,2,P5L1,TRUE,2020-06-25,1.0,21,1.89783819131e-05,2.82585605039e-11,"POLYGON ((-86.62664794871989 33.69096649284864, -86.62664742171796 33.69096645684851, -86.62664690771607 33.69096635184815, -86.62664642071434 33.69096617784749, -86.6266459737127 33.69096594184663, -86.62664557771126 33.69096564884558, -86.62664524371002 33.69096530584432, -86.62664497870907 33.69096492284291, -86.62664479070838 33.69096450984142, -86.62664468570802 33.69096407583987, -86.62664466370791 33.69096363383824, -86.62664472770814 33.69096319483663, -86.62664487470869 33.69096277083509, -86.62664510170953 33.69096237083363, -86.62664540271061 33.69096200683231, -86.62664576871197 33.69096168783119, -86.62664619171346 33.6909614218302, -86.62664665971516 33.69096121682946, -86.62664716171702 33.69096107682896, -86.62664768371889 33.69096100582868, -86.62664821372084 33.69096100582868, -86.62664873572271 33.69096107682896, -86.62664923772456 33.69096121682946, -86.62664970572627 33.6909614218302, -86.62665012872782 33.69096168783119, -86.62665049472912 33.69096200683231, -86.6266507957302 33.69096237083363, -86.62665102273104 33.69096277083509, -86.62665116973159 33.69096319483663, -86.62665123373182 33.69096363383824, -86.62665121173171 33.69096407583987, -86.62665110673134 33.69096450984142, -86.62665091873066 33.69096492284291, -86.62665065372971 33.69096530584432, -86.62665031972847 33.69096564884558, -86.62664992372703 33.69096594184663, -86.62664947672545 33.69096617784749, -86.62664898972366 33.69096635184815, -86.62664847572177 33.69096645684851, -86.62664794871989 33.69096649284864))",True
21,21,22,2,2020-06-19T01:51:40Z,3.26671,13.996,0.938,0.002,1.247,212.1,20,28.9,4,33.690410614,-86.6292114258,P5,3,P5L2,TRUE,2020-06-19,1.0,22,1.89783819088e-05,2.82585604846e-11,"POLYGON ((-86.62921142603926 33.69041336183778, -86.62921089903733 33.69041332583765, -86.62921038503544 33.69041322083723, -86.62920989803371 33.69041304683662, -86.62920945103207 33.69041281083577, -86.62920905503063 33.69041251783472, -86.62920872102939 33.69041217483345, -86.62920845602844 33.69041179183205, -86.62920826802775 33.69041137883056, -86.62920816302739 33.69041094482895, -86.62920814102728 33.69041050282738, -86.62920820502751 33.69041006382577, -86.62920835202806 33.69040963982422, -86.6292085790289 33.69040923982277, -86.62920888002998 33.69040887582145, -86.62920924603134 33.69040855682027, -86.62920966903283 33.69040829081933, -86.62921013703453 33.6904080858186, -86.62921063903639 33.69040794581809, -86.62921116103826 33.69040787481782, -86.62921169104021 33.69040787481782, -86.62921221304208 33.69040794581809, -86.62921271504393 33.6904080858186, -86.62921318304564 33.69040829081933, -86.62921360604719 33.69040855682027, -86.62921397204849 33.69040887582145, -86.62921427304957 33.69040923982277, -86.62921450005041 33.69040963982422, -86.62921464705096 33.69041006382577, -86.62921471105119 33.69041050282738, -86.62921468905108 33.69041094482895, -86.62921458405071 33.69041137883056, -86.62921439605003 33.69041179183205, -86.62921413104908 33.69041217483345, -86.62921379704784 33.69041251783472, -86.6292134010464 33.69041281083577, -86.62921295404482 33.69041304683662, -86.62921246704303 33.69041322083723, -86.62921195304114 33.69041332583765, -86.62921142603926 33.69041336183778))",True
22,22,23,3,2020-06-20T02:14:02Z,2.41458,18.032,0.95,0.01,0.416,221.2,20,12.6,3,33.6895523071,-86.6210327148,P5,4,P5L3,TRUE,2020-06-20,1.0,23,1.89783819026e-05,2.8258560471e-11,"POLYGON ((-86.62103271430601 33.68955505471746, -86.62103218730408 33.68955501871733, -86.62103167330224 33.6895549137169, -86.62103118630046 33.6895547397163, -86.62103073929882 33.68955450371544, -86.62103034329738 33.68955421071439, -86.62103000929619 33.68955386771313, -86.62102974429524 33.68955348471172, -86.62102955629456 33.68955307171024, -86.62102945129413 33.68955263770863, -86.62102942929408 33.68955219570705, -86.62102949329432 33.68955175670544, -86.62102964029486 33.6895513327039, -86.62102986729565 33.68955093270245, -86.62103016829678 33.68955056870112, -86.62103053429809 33.68955024969995, -86.62103095729964 33.68954998369901, -86.62103142530134 33.68954977869828, -86.62103192730314 33.68954963869777, -86.62103244930506 33.6895495676975, -86.62103297930696 33.6895495676975, -86.62103350130889 33.68954963869777, -86.62103400331068 33.68954977869828, -86.62103447131238 33.68954998369901, -86.62103489431394 33.68955024969995, -86.6210352603153 33.68955056870112, -86.62103556131638 33.68955093270245, -86.62103578831722 33.6895513327039, -86.62103593531771 33.68955175670544, -86.62103599931794 33.68955219570705, -86.62103597731789 33.68955263770863, -86.62103587231752 33.68955307171024, -86.62103568431684 33.68955348471172, -86.62103541931583 33.68955386771313, -86.62103508531465 33.68955421071439, -86.62103468931321 33.68955450371544, -86.62103424231157 33.6895547397163, -86.62103375530978 33.6895549137169, -86.62103324130794 33.68955501871733, -86.62103271430601 33.68955505471746))",True
23,23,24,4,2020-06-20T01:51:39Z,2.8884,8.174,0.973,0.007,0.88,182.4,25,25.4,5,33.6844978333,-86.6179122925,P5,5,P5L4,TRUE,2020-06-20,1.0,24,1.89775499899e-05,2.82564874835e-11,"POLYGON ((-86.61791229296193 33.68450058134221, -86.61791176596 33.68450054534208, -86.61791125195811 33.68450044034171, -86.61791076495638 33.68450026634105, -86.61791031795474 33.68450003034019, -86.6179099219533 33.68449973733914, -86.61790958795206 33.68449939433788, -86.61790932295111 33.68449901133647, -86.61790913595041 33.68449859833498, -86.61790902995006 33.68449816433343, -86.61790900894999 33.6844977223318, -86.61790907195018 33.68449728333019, -86.61790921895073 33.68449685932865, -86.61790944595157 33.68449645932719, -86.61790974695265 33.68449609532587, -86.61791011295401 33.68449577632475, -86.6179105359555 33.68449551032376, -86.61791100495725 33.68449530532303, -86.61791150595906 33.68449516532252, -86.61791202796093 33.68449509432224, -86.61791255796288 33.68449509432224, -86.61791307996475 33.68449516532252, -86.61791358096661 33.68449530532303, -86.61791404996831 33.68449551032376, -86.61791447296986 33.68449577632475, -86.61791483897116 33.68449609532587, -86.61791513997224 33.68449645932719, -86.61791536697308 33.68449685932865, -86.61791551397363 33.68449728333019, -86.61791557697387 33.6844977223318, -86.61791555597375 33.68449816433343, -86.6179154499734 33.68449859833498, -86.6179152629727 33.68449901133647, -86.61791499797175 33.68449939433788, -86.61791466397051 33.68449973733914, -86.61791426796907 33.68450003034019, -86.61791382096749 33.68450026634105, -86.6179133339657 33.68450044034171, -86.61791281996381 33.68450054534208, -86.61791229296193 33.68450058134221))",True
24,24,25,5,2020-06-19T02:29:41Z,3.19447,17.968,0.991,0.007,1.158,264.0,29,72.6,1,33.684677124,-86.6179351807,P5,6,P5L5,TRUE,2020-06-19,1.0,25,1.89775499791e-05,2.82564874468e-11,"POLYGON ((-86.61793518104514 33.68467987199398, -86.61793465404321 33.68467983599385, -86.61793414004131 33.68467973099348, -86.61793365303959 33.68467955699288, -86.61793320603795 33.68467932099202, -86.61793281003651 33.68467902799091, -86.61793247603526 33.68467868498971, -86.61793221103432 33.6846783019883, -86.61793202403362 33.68467788898681, -86.61793191803326 33.68467745498521, -86.6179318970332 33.68467701298363, -86.61793196003339 33.68467657398202, -86.61793210703394 33.68467614998048, -86.61793233403478 33.68467574997902, -86.61793263503586 33.6846753859777, -86.61793300103722 33.68467506697652, -86.61793342403871 33.68467480097559, -86.61793389304046 33.6846745959748, -86.61793439404227 33.68467445597429, -86.61793491604413 33.68467438497407, -86.61793544604609 33.68467438497407, -86.61793596804796 33.68467445597429, -86.61793646904982 33.6846745959748, -86.61793693805151 33.68467480097559, -86.61793736105307 33.68467506697652, -86.61793772705437 33.6846753859777, -86.61793802805545 33.68467574997902, -86.61793825505629 33.68467614998048, -86.61793840205684 33.68467657398202, -86.61793846505708 33.68467701298363, -86.61793844405696 33.68467745498521, -86.6179383380566 33.68467788898681, -86.61793815105591 33.6846783019883, -86.61793788605496 33.68467868498971, -86.61793755205372 33.68467902799091, -86.61793715605228 33.68467932099202, -86.6179367090507 33.68467955699288, -86.61793622204891 33.68467973099348, -86.61793570804701 33.68467983599385, -86.61793518104514 33.68467987199398))",True
25,25,26,6,2020-06-25T01:13:27Z,2.12683,11.51,0.848,0.012,0.249,227.4,14,4.5,2,33.6942176819,-86.6166305542,P5,7,P5L6,TRUE,2020-06-25,1.0,26,1.89792522925e-05,2.8260845439e-11,"POLYGON ((-86.61663055430222 33.69422042967813, -86.61663002730029 33.69422039367799, -86.61662951329845 33.69422028867763, -86.61662902629666 33.69422011467697, -86.61662857929502 33.69421987867611, -86.61662818329359 33.69421958567506, -86.61662784829241 33.6942192426738, -86.61662758429145 33.69421885967245, -86.61662739629077 33.6942184466709, -86.61662729029035 33.69421801266935, -86.61662726929029 33.69421757066772, -86.61662733329052 33.69421713166616, -86.61662748029107 33.69421670766462, -86.61662770729185 33.69421630766317, -86.61662800729295 33.69421594366185, -86.61662837429429 33.69421562466067, -86.61662879729585 33.69421535865968, -86.61662926529755 33.69421515365894, -86.61662976729934 33.69421501365844, -86.61663028930127 33.69421494265816, -86.61663081930317 33.69421494265816, -86.61663134130509 33.69421501365844, -86.61663184330689 33.69421515365894, -86.61663231130859 33.69421535865968, -86.61663273431014 33.69421562466067, -86.61663310131149 33.69421594366185, -86.61663340131258 33.69421630766317, -86.61663362831342 33.69421670766462, -86.61663377531391 33.69421713166616, -86.61663383931415 33.69421757066772, -86.61663381831409 33.69421801266935, -86.61663371231373 33.6942184466709, -86.61663352431304 33.69421885967245, -86.61663326031208 33.6942192426738, -86.61663292531085 33.69421958567506, -86.61663252930941 33.69421987867611, -86.61663208230777 33.69422011467697, -86.61663159530599 33.69422028867763, -86.61663108130415 33.69422039367799, -86.61663055430222 33.69422042967813))",True
26,26,27,7,2020-06-24T23:41:24Z,3.44154,9.604,0.998,0.008,1.539,190.6,22,12.9,2,33.6829948425,-86.6209564209,P5,8,P5L7,TRUE,2020-06-24,1.0,27,1.89772034161e-05,2.82555924441e-11,"POLYGON ((-86.62095642102867 33.68299759087819, -86.62095589402674 33.68299755487806, -86.6209553800249 33.68299744987763, -86.62095489302311 33.68299727587703, -86.62095444602147 33.68299703987617, -86.62095405002003 33.68299674687512, -86.62095371601885 33.68299640387386, -86.62095345101784 33.68299602087245, -86.6209532640172 33.68299560787096, -86.62095315801679 33.68299517386936, -86.62095313701673 33.68299473186778, -86.62095320001697 33.68299429286617, -86.62095334801751 33.68299386886463, -86.6209535740183 33.68299346886317, -86.62095387501938 33.68299310486185, -86.62095424102074 33.68299278586068, -86.62095466402229 33.68299251985974, -86.62095513302398 33.68299231485901, -86.62095563402579 33.6829921748585, -86.62095615702771 33.68299210385823, -86.62095668502963 33.68299210385823, -86.62095720803154 33.6829921748585, -86.62095770903335 33.68299231485901, -86.62095817803504 33.68299251985974, -86.62095860103659 33.68299278586068, -86.62095896703789 33.68299310486185, -86.62095926803903 33.68299346886317, -86.62095949403982 33.68299386886463, -86.62095964204036 33.68299429286617, -86.6209597050406 33.68299473186778, -86.62095968404054 33.68299517386936, -86.62095957804013 33.68299560787096, -86.62095939103943 33.68299602087245, -86.62095912603849 33.68299640387386, -86.6209587920373 33.68299674687512, -86.62095839603586 33.68299703987617, -86.62095794903422 33.68299727587703, -86.62095746203244 33.68299744987763, -86.6209569480306 33.68299755487806, -86.62095642102867 33.68299759087819))",True
